"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Overlap_Total_Target;Distance_from_Center;Marked_Word_Length;Overlap_Above;Overlap_Above_Percent;Overlap_Below;Overlap_Below_Percent;Overlap_Total;Overlap_Total_Percent;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;4;0;0;2;50;2;50;1;6;1;false;406;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;4;0;0;0;0;0;0;1;10;1;false;418;
"undefined";"undefined";"undefined";"undefined";10;6;3_34-66;1;4;2;50;0;0;2;50;1;9;1;false;384;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;6;2;33;0;0;2;33;1;2;1;false;398;
"undefined";"undefined";"undefined";"undefined";10;3;4_67-100;2;6;5;83;0;0;5;83;1;8;1;false;431;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;5;1;20;3;60;4;80;1;9;1;false;416;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;6;0;0;4;67;4;67;1;4;1;false;418;
"undefined";"undefined";"undefined";"undefined";10;5;3_34-66;0;4;2;50;0;0;2;50;1;9;1;false;405;
"undefined";"undefined";"undefined";"undefined";10;8;1_none;3;4;0;0;0;0;0;0;1;7;1;false;437;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;7;0;0;5;71;5;71;1;3;1;false;430;
"undefined";"undefined";"undefined";"undefined";6;7;1_none;2;5;0;0;3;60;3;60;1;2;1;false;365;
"undefined";"undefined";"undefined";"undefined";10;4;1_none;1;8;0;0;2;25;2;25;1;9;1;false;352;
"undefined";"undefined";"undefined";"undefined";10;4;3_34-66;1;5;2;40;0;0;2;40;1;5;1;false;393;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;4;0;0;2;50;2;50;1;10;1;false;579;
"undefined";"undefined";"undefined";"undefined";6;4;2_1-33;1;4;0;0;2;50;2;50;1;3;1;false;454;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;3;1;33;1;33;2;67;1;8;1;false;532;
"undefined";"undefined";"undefined";"undefined";15;4;4_67-100;1;6;5;83;0;0;5;83;1;5;1;false;401;
"undefined";"undefined";"undefined";"undefined";6;2;2_1-33;3;9;0;0;6;67;6;67;1;5;1;false;561;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;5;5;100;0;0;5;100;1;1;1;true;393;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;5;0;0;3;60;3;60;1;8;1;false;379;
"undefined";"undefined";"undefined";"undefined";6;6;2_1-33;1;3;0;0;1;33;1;33;1;2;1;false;419;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;5;0;0;0;0;0;0;1;2;1;false;345;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;7;4;57;0;0;4;57;1;8;1;false;441;
"undefined";"undefined";"undefined";"undefined";6;2;4_67-100;3;4;1;25;2;50;3;75;1;9;1;false;510;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;6;5;83;0;0;5;83;1;2;1;false;390;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;7;0;0;5;71;5;71;1;4;1;false;462;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;6;0;0;4;67;4;67;1;1;1;true;419;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;7;4;57;1;14;5;71;1;10;1;false;470;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;6;5;83;0;0;5;83;1;6;1;false;461;
"undefined";"undefined";"undefined";"undefined";15;6;2_1-33;1;8;0;0;0;0;0;0;1;3;1;false;405;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;5;0;0;3;60;3;60;1;9;1;false;414;
"undefined";"undefined";"undefined";"undefined";10;7;2_1-33;2;4;0;0;0;0;0;0;1;5;1;false;466;
"undefined";"undefined";"undefined";"undefined";6;4;4_67-100;1;6;0;0;4;67;4;67;1;9;1;false;664;
"undefined";"undefined";"undefined";"undefined";6;8;1_none;3;4;0;0;2;50;2;50;1;4;1;false;420;
"undefined";"undefined";"undefined";"undefined";15;3;1_none;2;6;0;0;0;0;0;0;1;7;1;false;353;
"undefined";"undefined";"undefined";"undefined";15;6;3_34-66;1;4;3;75;0;0;3;75;1;9;1;false;377;
"undefined";"undefined";"undefined";"undefined";15;4;2_1-33;1;7;0;0;0;0;0;0;1;6;1;false;415;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;8;0;0;6;75;6;75;1;7;1;false;558;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;4;0;0;0;0;0;0;1;2;1;false;485;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;3;1;33;0;0;1;33;1;9;1;false;410;
"undefined";"undefined";"undefined";"undefined";6;5;4_67-100;0;4;1;25;2;50;3;75;1;9;1;false;476;
"undefined";"undefined";"undefined";"undefined";6;8;3_34-66;3;3;1;33;1;33;2;67;1;5;1;false;545;
"undefined";"undefined";"undefined";"undefined";15;8;3_34-66;3;4;1;25;0;0;1;25;1;10;1;false;445;
"undefined";"undefined";"undefined";"undefined";10;3;2_1-33;2;4;1;25;0;0;1;25;1;1;1;true;392;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;4;0;0;2;50;2;50;1;3;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;5;4;80;0;0;4;80;1;4;1;false;405;
"undefined";"undefined";"undefined";"undefined";6;6;4_67-100;1;9;1;11;7;78;8;89;1;2;1;false;450;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;3;0;0;1;33;1;33;1;6;1;false;421;
"undefined";"undefined";"undefined";"undefined";15;4;3_34-66;1;4;2;50;0;0;2;50;1;3;1;false;412;
"undefined";"undefined";"undefined";"undefined";10;5;4_67-100;0;6;5;83;0;0;5;83;1;7;1;false;398;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;4;0;0;2;50;2;50;1;9;1;false;520;
"undefined";"undefined";"undefined";"undefined";15;2;1_none;3;7;0;0;0;0;0;0;1;10;1;false;447;
"undefined";"undefined";"undefined";"undefined";10;4;4_67-100;1;6;5;83;0;0;5;83;1;7;1;false;430;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;5;0;0;3;60;3;60;1;5;1;false;384;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;3;0;0;0;0;0;0;1;4;1;false;393;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;10;0;0;6;60;6;60;1;10;1;false;444;
"undefined";"undefined";"undefined";"undefined";10;4;2_1-33;1;9;0;0;3;33;3;33;1;10;1;false;396;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;4;2;50;0;0;2;50;1;10;1;false;403;
"undefined";"undefined";"undefined";"undefined";6;3;4_67-100;2;8;2;25;6;75;8;100;1;6;1;false;582;
"undefined";"undefined";"undefined";"undefined";15;7;2_1-33;2;8;0;0;0;0;0;0;1;5;1;false;420;
"undefined";"undefined";"undefined";"undefined";6;2;1_none;3;5;0;0;3;60;3;60;1;9;1;false;458;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;8;0;0;0;0;0;0;1;4;1;false;399;
"undefined";"undefined";"undefined";"undefined";6;6;2_1-33;1;7;0;0;5;71;5;71;1;7;1;false;407;
"undefined";"undefined";"undefined";"undefined";15;7;4_67-100;2;9;7;78;0;0;7;78;1;1;1;true;392;
"undefined";"undefined";"undefined";"undefined";10;7;2_1-33;2;9;0;0;3;33;3;33;1;5;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;7;6;86;1;14;7;100;1;10;1;false;420;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;6;0;0;4;67;4;67;1;2;1;false;504;
"undefined";"undefined";"undefined";"undefined";15;3;4_67-100;2;3;2;67;0;0;2;67;1;9;1;false;374;
"undefined";"undefined";"undefined";"undefined";10;8;2_1-33;3;9;0;0;3;33;3;33;1;10;1;false;397;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;4;3;75;0;0;3;75;1;7;1;false;355;
"undefined";"undefined";"undefined";"undefined";10;7;1_none;2;10;0;0;4;40;4;40;1;2;1;false;352;
"undefined";"undefined";"undefined";"undefined";6;5;1_none;0;6;0;0;4;67;4;67;1;2;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;2;4_67-100;3;6;4;67;0;0;4;67;1;6;1;false;501;
"undefined";"undefined";"undefined";"undefined";6;8;1_none;3;7;0;0;5;71;5;71;1;2;1;false;418;
"undefined";"undefined";"undefined";"undefined";6;7;3_34-66;2;8;0;0;6;75;6;75;1;7;1;false;402;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;7;4;57;1;14;5;71;1;9;1;false;407;
"undefined";"undefined";"undefined";"undefined";6;6;3_34-66;1;5;0;0;3;60;3;60;1;10;1;false;441;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;3;2;67;0;0;2;67;1;10;1;false;370;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;10;0;0;0;0;0;0;1;5;1;false;371;
"undefined";"undefined";"undefined";"undefined";6;3;3_34-66;2;6;0;0;4;67;4;67;1;5;1;false;472;
"undefined";"undefined";"undefined";"undefined";15;2;4_67-100;3;5;5;100;0;0;5;100;1;5;1;false;477;
"undefined";"undefined";"undefined";"undefined";6;7;4_67-100;2;11;0;0;8;73;8;73;1;6;1;false;448;
"undefined";"undefined";"undefined";"undefined";15;8;2_1-33;3;6;2;33;0;0;2;33;1;8;1;false;454;
"undefined";"undefined";"undefined";"undefined";10;4;3_34-66;1;3;2;67;0;0;2;67;1;5;1;false;477;
"undefined";"undefined";"undefined";"undefined";10;5;3_34-66;0;7;2;29;1;14;3;43;1;5;1;false;374;
"undefined";"undefined";"undefined";"undefined";6;8;1_none;3;6;0;0;4;67;4;67;1;9;1;false;400;
"undefined";"undefined";"undefined";"undefined";10;7;3_34-66;2;7;2;29;1;14;3;43;1;8;1;false;385;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;9;0;0;6;67;6;67;1;9;1;false;485;
"undefined";"undefined";"undefined";"undefined";15;7;1_none;2;10;0;0;0;0;0;0;1;2;1;false;425;
"undefined";"undefined";"undefined";"undefined";10;6;4_67-100;1;4;3;75;0;0;3;75;1;6;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;4;4_67-100;1;4;4;100;0;0;4;100;1;10;1;false;482;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;5;3;60;0;0;3;60;1;7;1;false;469;
"undefined";"undefined";"undefined";"undefined";6;7;2_1-33;2;3;0;0;1;33;1;33;1;8;1;false;447;
"undefined";"undefined";"undefined";"undefined";10;6;3_34-66;1;7;3;43;1;14;4;57;1;3;1;false;393;
"undefined";"undefined";"undefined";"undefined";10;7;4_67-100;2;4;3;75;0;0;3;75;1;1;1;true;398;
"undefined";"undefined";"undefined";"undefined";6;6;1_none;1;5;0;0;3;60;3;60;1;1;1;true;426;
"undefined";"undefined";"undefined";"undefined";15;5;3_34-66;0;3;2;67;0;0;2;67;1;4;1;false;369;
"undefined";"undefined";"undefined";"undefined";10;8;4_67-100;3;4;3;75;0;0;3;75;1;4;1;false;378;
"undefined";"undefined";"undefined";"undefined";15;8;1_none;3;5;0;0;0;0;0;0;1;3;1;false;372;
"undefined";"undefined";"undefined";"undefined";10;2;1_none;3;5;0;0;0;0;0;0;1;1;1;true;552;
"undefined";"undefined";"undefined";"undefined";6;3;1_none;2;2;0;0;0;0;0;0;1;10;1;false;463;
"undefined";"undefined";"undefined";"undefined";6;3;2_1-33;2;5;0;0;3;60;3;60;1;9;1;false;479;
"undefined";"undefined";"undefined";"undefined";15;6;1_none;1;4;0;0;0;0;0;0;1;6;1;false;415;
"undefined";"undefined";"undefined";"undefined";15;6;4_67-100;1;6;5;83;0;0;5;83;1;7;1;false;382;
"undefined";"undefined";"undefined";"undefined";15;3;3_34-66;2;4;2;50;0;0;2;50;1;3;1;false;454;
"undefined";"undefined";"undefined";"undefined";6;4;1_none;1;4;0;0;2;50;2;50;1;3;1;false;421;
"undefined";"undefined";"undefined";"undefined";6;5;2_1-33;0;6;0;0;4;67;4;67;1;4;1;false;483;
"undefined";"undefined";"undefined";"undefined";15;5;1_none;0;4;0;0;0;0;0;0;1;7;1;false;398;
"undefined";"undefined";"undefined";"undefined";6;6;3_34-66;1;6;0;0;4;67;4;67;1;7;1;false;424;
